,will it rain tomorrow,my prediction
7275,No,No
7276,No,No
7277,No,No
7278,Yes,Yes
7279,No,No
7280,No,No
7281,No,Yes
7282,No,No
7283,No,No
7284,No,No
7285,No,No
7286,No,No
7287,No,No
7288,No,No
7289,No,No
7290,No,No
7291,No,No
7292,No,No
7293,Yes,Yes
7294,No,No
7295,No,No
7296,No,No
7297,No,No
7298,No,No
7299,No,No
7300,No,No
7301,No,No
7302,No,No
7303,Yes,No
7304,Yes,No
7305,No,No
7306,No,No
7307,No,No
7308,No,No
7309,No,No
7310,No,No
7311,No,No
7312,No,No
7313,No,No
7314,No,No
7315,Yes,Yes
7316,No,No
7317,No,No
7318,No,No
7319,No,No
7320,No,No
7321,No,No
7322,Yes,No
7323,No,No
7324,No,No
7325,No,No
7326,No,No
7327,No,No
7328,No,No
7329,No,No
7330,No,No
7331,No,No
7332,No,No
7333,No,No
7334,Yes,Yes
7335,No,No
7336,No,No
7337,No,No
7338,No,No
7339,Yes,No
7340,No,No
7341,No,No
7342,No,No
7343,No,No
7344,No,No
7345,No,Yes
7346,Yes,No
7347,No,No
7348,No,No
7349,No,No
7350,No,No
7351,No,No
7352,No,No
7353,No,No
7354,No,No
7355,Yes,No
7356,No,No
7357,No,No
7358,No,No
7359,Yes,Yes
7360,No,No
7361,No,No
7362,No,No
7363,No,No
7364,No,No
7365,No,No
7366,Yes,No
7367,No,No
7368,No,Yes
7369,No,No
7370,Yes,Yes
7371,No,No
7372,Yes,No
7373,No,No
7374,No,No
7375,No,No
7376,Yes,No
7377,No,No
7378,Yes,No
7379,Yes,Yes
7380,No,No
7381,Yes,Yes
7382,No,No
7383,No,No
7384,No,No
7385,No,No
7386,Yes,No
7387,No,No
7388,No,No
7389,No,No
7390,Yes,Yes
7391,No,No
7392,Yes,Yes
7393,Yes,Yes
7394,No,No
7395,No,No
7396,No,No
7397,No,No
7398,No,No
7399,No,No
7400,No,No
7401,No,No
7402,No,No
7403,Yes,No
7404,No,No
7405,No,No
7406,Yes,No
7407,Yes,No
7408,No,No
7409,No,No
7410,Yes,No
7411,No,No
7412,No,No
7413,No,Yes
7414,No,No
7415,Yes,No
7416,No,No
7417,Yes,No
7418,No,No
7419,No,No
7420,No,No
7421,No,No
7422,No,No
7423,Yes,No
7424,No,No
7425,Yes,No
7426,Yes,Yes
7427,No,Yes
7428,No,No
7429,No,No
7430,No,No
7431,Yes,No
7432,Yes,No
7433,Yes,No
7434,No,No
7435,Yes,No
7436,No,No
7437,No,No
7438,No,No
7439,Yes,Yes
7440,Yes,No
7441,No,No
7442,No,No
7443,Yes,Yes
7444,No,No
7445,Yes,Yes
7446,No,No
7447,No,No
7448,No,No
7449,No,No
7450,No,No
7451,No,No
7452,No,No
7453,No,No
7454,No,No
7455,No,No
7456,Yes,No
7457,No,No
7458,No,No
7459,No,No
7460,No,No
7461,No,No
7462,No,Yes
7463,Yes,Yes
7464,No,No
7465,No,No
7466,No,No
7467,Yes,Yes
7468,Yes,No
7469,Yes,No
7470,No,No
7471,Yes,Yes
7472,No,No
7473,No,No
7474,No,No
7475,Yes,Yes
7476,No,No
7477,No,No
7478,No,No
7479,No,Yes
7480,No,No
7481,No,No
7482,No,No
7483,No,No
7484,No,No
7485,No,No
7486,Yes,No
7487,No,No
7488,No,No
7489,No,No
7490,No,No
7491,Yes,No
7492,No,No
7493,No,No
7494,No,No
7495,No,No
7496,No,No
7497,No,No
7498,Yes,Yes
7499,Yes,Yes
7500,No,No
7501,No,No
7502,No,No
7503,No,No
7504,No,No
7505,No,No
7506,Yes,Yes
7507,No,No
7508,No,No
7509,No,No
7510,No,No
7511,No,No
7512,No,No
7513,No,No
7514,Yes,No
7515,No,No
7516,No,Yes
7517,No,No
7518,No,No
7519,No,No
7520,No,No
7521,No,No
7522,No,No
7523,No,No
7524,No,No
7525,No,No
7526,No,Yes
7527,No,No
7528,No,No
7529,Yes,Yes
7530,No,No
7531,No,No
7532,Yes,Yes
7533,No,No
7534,Yes,Yes
7535,No,No
7536,No,No
7537,No,No
7538,No,No
7539,No,No
7540,No,No
7541,No,Yes
7542,Yes,No
7543,No,No
7544,No,No
7545,Yes,Yes
7546,No,No
7547,Yes,Yes
7548,Yes,No
7549,No,No
7550,No,No
7551,No,No
7552,No,No
7553,Yes,Yes
7554,No,No
7555,No,No
7556,No,Yes
7557,No,No
7558,No,No
7559,No,No
7560,No,No
7561,No,No
7562,No,Yes
7563,No,No
7564,No,No
7565,No,No
7566,No,No
7567,No,No
7568,No,No
7569,No,No
7570,No,No
7571,No,No
7572,No,No
7573,No,Yes
7574,No,No
7575,No,No
7576,Yes,Yes
7577,No,No
7578,Yes,No
7579,No,No
7580,No,No
7581,Yes,Yes
7582,No,No
7583,Yes,Yes
7584,Yes,Yes
7585,No,No
7586,No,No
7587,No,No
7588,No,No
7589,No,No
7590,No,No
7591,No,No
7592,No,No
7593,Yes,Yes
7594,No,No
7595,No,No
7596,No,No
7597,No,No
7598,No,No
7599,Yes,No
7600,No,No
7601,Yes,No
7602,No,No
7603,No,No
7604,No,No
7605,No,No
7606,No,No
7607,No,No
7608,No,No
7609,No,No
7610,No,No
7611,No,No
7612,No,No
7613,No,No
7614,No,No
7615,Yes,No
7616,No,No
7617,No,No
7618,No,No
7619,No,No
7620,No,No
7621,Yes,No
7622,No,No
7623,No,Yes
7624,No,No
7625,No,No
7626,Yes,No
7627,No,No
7628,No,No
7629,No,No
7630,No,No
7631,No,No
7632,No,No
7633,No,No
7634,No,No
7635,No,No
7636,No,No
7637,No,No
7638,No,No
7639,No,No
7640,No,No
7641,Yes,No
7642,No,No
7643,No,Yes
7644,No,No
7645,No,No
7646,No,No
7647,No,No
7648,No,No
7649,No,No
7650,No,No
7651,No,No
7652,No,No
7653,Yes,Yes
7654,No,Yes
7655,No,No
7656,No,No
7657,No,No
7658,No,No
7659,No,No
7660,No,No
7661,Yes,Yes
7662,Yes,Yes
7663,No,No
7664,Yes,No
7665,No,No
7666,No,No
7667,No,No
7668,No,No
7669,No,No
7670,No,No
7671,No,No
7672,No,No
7673,No,No
7674,No,No
7675,No,No
7676,No,No
7677,No,No
7678,No,No
7679,No,No
7680,Yes,Yes
7681,No,No
7682,No,No
7683,Yes,No
7684,No,No
7685,Yes,Yes
7686,No,No
7687,No,No
7688,No,No
7689,Yes,Yes
7690,No,No
7691,No,No
7692,No,No
7693,No,Yes
7694,No,No
7695,Yes,Yes
7696,No,No
7697,No,No
7698,No,No
7699,No,No
7700,No,No
7701,Yes,No
7702,No,No
7703,Yes,No
7704,No,No
7705,No,No
7706,Yes,No
7707,No,No
7708,No,No
7709,No,No
7710,No,No
7711,No,No
7712,No,No
7713,No,Yes
7714,No,No
7715,No,No
7716,No,No
7717,No,No
7718,Yes,No
7719,No,No
7720,No,No
7721,No,No
7722,No,No
7723,No,No
7724,No,No
7725,No,No
7726,No,No
7727,No,No
7728,No,No
7729,Yes,No
7730,No,No
7731,Yes,No
7732,No,No
7733,No,No
7734,Yes,No
7735,No,No
7736,No,No
7737,Yes,Yes
7738,No,No
7739,No,No
7740,No,No
7741,No,No
7742,No,No
7743,No,No
7744,No,No
7745,No,No
7746,Yes,No
7747,No,No
7748,No,No
7749,No,No
7750,No,No
7751,No,No
7752,No,No
7753,Yes,No
7754,No,No
7755,No,Yes
7756,No,No
7757,No,No
7758,No,No
7759,No,No
7760,No,No
7761,Yes,Yes
7762,Yes,Yes
7763,No,No
7764,No,No
7765,No,No
7766,No,No
7767,No,No
7768,No,No
7769,No,No
7770,No,No
7771,Yes,Yes
7772,No,No
7773,No,No
7774,Yes,No
7775,No,No
7776,Yes,No
7777,No,No
7778,No,No
7779,No,No
7780,No,No
7781,Yes,No
7782,No,No
7783,No,No
7784,No,No
7785,Yes,No
7786,Yes,No
7787,No,No
7788,Yes,No
7789,No,No
7790,No,No
7791,No,No
7792,No,No
7793,No,No
7794,No,No
7795,No,No
7796,Yes,Yes
7797,No,No
7798,Yes,Yes
7799,No,No
7800,No,No
7801,Yes,Yes
7802,Yes,No
7803,No,No
7804,No,No
7805,No,No
7806,Yes,Yes
7807,No,No
7808,No,No
7809,No,No
7810,No,No
7811,No,No
7812,No,No
7813,No,No
7814,No,No
7815,No,No
7816,Yes,Yes
7817,No,No
7818,Yes,No
7819,No,No
7820,No,No
7821,No,No
7822,No,No
7823,No,No
7824,No,No
7825,No,No
7826,Yes,Yes
7827,No,No
7828,No,No
7829,No,No
7830,No,No
7831,No,No
7832,No,No
7833,No,No
7834,Yes,No
7835,No,No
7836,No,No
7837,No,No
7838,No,No
7839,No,No
7840,Yes,Yes
7841,No,Yes
7842,No,No
7843,No,No
7844,Yes,Yes
7845,No,No
7846,No,No
7847,No,No
7848,No,No
7849,Yes,No
7850,No,No
7851,No,No
7852,No,No
7853,No,No
7854,Yes,Yes
7855,No,No
7856,No,No
7857,No,No
7858,No,No
7859,No,No
7860,No,No
7861,No,No
7862,No,No
7863,Yes,No
7864,No,No
7865,No,No
7866,No,No
7867,Yes,No
7868,No,No
7869,No,No
7870,No,No
7871,No,No
7872,No,No
7873,No,No
7874,No,No
7875,No,No
7876,No,No
7877,No,Yes
7878,Yes,No
7879,Yes,Yes
7880,No,Yes
7881,No,No
7882,No,No
7883,No,No
7884,No,No
7885,No,No
7886,No,No
7887,No,No
7888,Yes,Yes
7889,No,No
7890,No,No
7891,No,No
7892,No,No
7893,Yes,No
7894,Yes,No
7895,No,No
7896,No,No
7897,No,No
7898,No,No
7899,No,No
7900,No,No
7901,No,No
7902,Yes,Yes
7903,Yes,Yes
7904,Yes,Yes
7905,No,No
7906,No,No
7907,No,No
7908,No,No
7909,No,No
7910,No,No
7911,No,No
7912,No,No
7913,No,No
7914,No,No
7915,Yes,No
7916,No,Yes
7917,No,No
7918,Yes,Yes
7919,No,No
7920,No,No
7921,No,No
7922,No,No
7923,No,No
7924,No,No
7925,Yes,No
7926,No,No
7927,No,Yes
7928,Yes,No
7929,No,No
7930,No,No
7931,No,No
7932,No,No
7933,No,No
7934,Yes,Yes
7935,No,No
7936,No,No
7937,No,No
7938,Yes,Yes
7939,No,No
7940,No,No
7941,No,No
7942,No,No
7943,No,No
7944,No,No
7945,Yes,No
7946,No,No
7947,No,No
7948,No,No
7949,No,No
7950,Yes,No
7951,No,No
7952,No,No
7953,Yes,Yes
7954,Yes,No
7955,No,No
7956,No,No
7957,No,Yes
7958,No,No
7959,No,No
7960,No,No
7961,No,No
7962,No,No
7963,No,No
7964,No,No
7965,No,No
7966,No,No
7967,No,Yes
7968,Yes,No
7969,No,No
7970,No,No
7971,No,No
7972,No,Yes
7973,No,No
7974,No,No
7975,No,No
7976,No,No
7977,No,No
7978,No,No
7979,No,No
7980,Yes,No
7981,Yes,No
7982,No,No
7983,No,No
7984,Yes,Yes
7985,Yes,No
7986,No,No
7987,No,No
7988,Yes,No
7989,Yes,Yes
7990,No,No
7991,Yes,No
7992,No,No
7993,No,Yes
7994,No,No
7995,No,No
7996,No,No
7997,No,No
7998,No,No
7999,No,No
8000,Yes,Yes
8001,No,No
8002,No,No
8003,No,No
8004,Yes,No
8005,No,No
8006,No,No
8007,No,No
8008,No,No
8009,No,No
8010,No,No
8011,No,No
8012,No,No
8013,No,No
8014,No,No
8015,No,No
8016,No,No
8017,Yes,Yes
8018,No,No
8019,Yes,No
8020,Yes,No
8021,No,No
8022,No,No
8023,Yes,Yes
8024,No,No
8025,No,No
8026,No,No
8027,No,No
8028,Yes,Yes
8029,No,No
8030,No,No
8031,Yes,No
8032,Yes,Yes
8033,No,Yes
8034,Yes,Yes
8035,Yes,No
8036,No,No
8037,No,Yes
8038,No,No
8039,No,No
8040,No,No
8041,Yes,Yes
8042,No,No
8043,Yes,Yes
8044,No,No
8045,Yes,Yes
8046,No,No
8047,Yes,Yes
8048,Yes,No
8049,Yes,Yes
8050,No,No
8051,No,No
8052,No,No
8053,No,No
8054,No,No
8055,No,No
8056,No,No
8057,No,No
8058,Yes,No
8059,No,No
8060,No,No
8061,No,No
8062,No,No
8063,No,No
8064,No,No
8065,Yes,No
8066,No,No
8067,No,No
8068,No,No
8069,No,Yes
8070,Yes,No
8071,Yes,No
8072,No,No
8073,No,No
8074,No,No
8075,No,No
8076,No,No
8077,No,No
8078,Yes,No
8079,No,No
8080,No,No
8081,No,No
8082,No,No
8083,No,No
8084,No,No
8085,No,No
8086,No,No
8087,No,No
8088,Yes,No
8089,No,Yes
8090,Yes,No
8091,Yes,No
8092,No,No
8093,Yes,No
8094,Yes,Yes
8095,No,Yes
8096,No,No
8097,No,No
8098,No,No
8099,No,No
8100,Yes,Yes
8101,No,No
8102,No,No
8103,No,No
8104,Yes,No
8105,No,No
8106,No,No
8107,No,No
8108,No,No
8109,No,No
8110,No,No
8111,Yes,No
8112,No,No
8113,No,No
8114,No,No
8115,Yes,Yes
8116,No,No
8117,No,No
8118,No,No
8119,No,No
8120,Yes,Yes
8121,No,Yes
8122,No,No
8123,Yes,Yes
8124,No,No
8125,No,No
8126,No,No
8127,No,No
8128,Yes,Yes
8129,No,No
8130,No,No
8131,No,No
8132,No,No
8133,No,No
8134,No,No
8135,Yes,No
8136,No,No
8137,No,No
8138,No,No
8139,No,No
8140,Yes,No
8141,Yes,No
8142,Yes,Yes
8143,No,No
8144,No,No
8145,No,No
8146,No,No
8147,No,No
8148,No,No
8149,No,No
8150,No,No
8151,Yes,Yes
8152,No,No
8153,No,Yes
8154,No,No
8155,No,No
8156,No,No
8157,No,No
8158,Yes,No
8159,No,No
8160,No,No
8161,No,No
8162,No,No
8163,No,No
8164,No,No
8165,No,No
8166,No,No
8167,No,No
8168,No,No
8169,No,No
8170,No,No
8171,No,No
8172,No,No
8173,No,No
8174,Yes,No
8175,No,No
8176,No,No
8177,No,No
8178,No,No
8179,Yes,No
8180,Yes,No
8181,No,Yes
8182,Yes,No
8183,Yes,No
8184,No,No
8185,No,Yes
8186,No,No
8187,Yes,Yes
8188,No,No
8189,No,No
8190,Yes,No
8191,No,No
8192,No,No
8193,No,No
8194,No,No
8195,Yes,No
8196,No,No
8197,No,No
8198,No,No
8199,Yes,Yes
8200,No,No
8201,No,Yes
8202,No,No
8203,No,Yes
8204,Yes,No
8205,No,No
8206,No,No
8207,No,No
8208,No,No
8209,Yes,No
8210,No,No
8211,No,No
8212,No,No
8213,No,No
8214,No,No
8215,No,No
8216,No,No
8217,No,No
8218,Yes,Yes
8219,Yes,Yes
8220,No,No
8221,No,No
8222,No,No
8223,No,No
8224,No,Yes
8225,No,No
8226,No,Yes
8227,No,No
8228,No,Yes
8229,No,No
8230,Yes,Yes
8231,No,No
8232,No,No
8233,No,No
8234,No,Yes
8235,No,No
8236,No,No
8237,Yes,No
8238,No,No
8239,No,No
8240,Yes,Yes
8241,Yes,Yes
8242,No,No
8243,No,No
8244,No,No
8245,No,No
8246,No,No
8247,No,No
8248,Yes,No
8249,Yes,No
8250,Yes,Yes
8251,No,No
8252,No,No
8253,Yes,No
8254,Yes,Yes
8255,Yes,Yes
8256,No,No
8257,No,No
8258,No,No
8259,Yes,Yes
8260,No,No
8261,No,No
8262,No,No
8263,No,No
8264,Yes,Yes
8265,No,No
8266,No,No
8267,No,No
8268,No,No
8269,No,No
8270,No,No
8271,No,No
8272,No,No
8273,No,No
8274,Yes,No
8275,No,No
8276,No,No
8277,Yes,No
8278,Yes,No
8279,No,No
8280,No,No
8281,No,No
8282,No,No
8283,No,No
8284,No,No
8285,No,No
8286,No,No
8287,Yes,No
8288,No,No
8289,Yes,No
8290,Yes,Yes
8291,No,No
8292,No,No
8293,No,No
8294,Yes,No
8295,Yes,Yes
8296,No,No
8297,Yes,Yes
8298,No,No
8299,Yes,Yes
8300,No,No
8301,No,No
8302,No,No
8303,No,No
8304,No,No
8305,No,No
8306,No,No
8307,Yes,Yes
8308,Yes,Yes
8309,No,No
8310,No,No
8311,No,No
8312,Yes,Yes
8313,No,No
8314,Yes,No
8315,No,No
8316,No,No
8317,No,No
8318,No,No
8319,No,No
8320,Yes,Yes
8321,No,No
8322,Yes,No
8323,No,No
8324,Yes,No
8325,No,No
8326,No,No
8327,No,No
8328,No,No
8329,Yes,Yes
8330,No,No
8331,No,No
8332,Yes,No
8333,Yes,Yes
8334,No,No
8335,No,No
8336,No,No
8337,No,No
8338,No,No
8339,No,No
8340,No,No
8341,No,No
8342,Yes,Yes
8343,No,Yes
8344,No,Yes
8345,No,Yes
8346,No,No
8347,No,No
8348,Yes,No
8349,No,No
8350,No,No
8351,Yes,No
8352,No,No
8353,No,No
8354,Yes,Yes
8355,No,No
8356,No,Yes
8357,No,No
8358,No,No
8359,No,No
8360,No,No
8361,Yes,Yes
8362,No,No
8363,No,No
8364,No,No
8365,No,No
8366,No,No
8367,Yes,Yes
8368,No,No
8369,No,No
8370,No,No
8371,No,No
8372,No,No
8373,No,No
8374,No,No
8375,No,No
8376,No,No
8377,No,No
8378,No,No
8379,Yes,No
8380,Yes,Yes
8381,Yes,No
8382,Yes,Yes
8383,Yes,Yes
8384,No,No
8385,No,No
8386,No,No
8387,No,No
8388,No,No
8389,No,No
8390,Yes,No
8391,No,No
8392,No,No
8393,Yes,No
8394,No,No
8395,No,No
8396,No,No
8397,Yes,No
8398,No,No
8399,No,Yes
8400,No,No
8401,No,No
8402,No,No
8403,No,No
8404,Yes,Yes
8405,No,No
8406,No,No
8407,No,Yes
8408,Yes,Yes
8409,No,No
8410,No,No
8411,No,No
8412,Yes,No
8413,No,No
8414,Yes,Yes
8415,No,No
8416,No,No
8417,Yes,Yes
8418,No,No
8419,No,No
8420,No,No
8421,No,No
8422,Yes,No
8423,Yes,Yes
8424,No,No
8425,Yes,Yes
8426,No,No
8427,No,No
8428,No,No
8429,No,No
8430,No,No
8431,No,No
8432,No,No
8433,No,No
8434,No,No
8435,No,No
8436,No,No
8437,No,No
8438,Yes,No
8439,Yes,No
8440,No,No
8441,No,No
8442,No,No
8443,No,No
8444,No,No
8445,Yes,Yes
8446,No,No
8447,No,No
8448,No,No
8449,No,No
8450,No,No
8451,Yes,Yes
8452,No,No
8453,No,No
8454,Yes,Yes
8455,Yes,No
8456,No,No
8457,No,No
8458,No,No
8459,Yes,Yes
8460,No,No
8461,No,No
8462,No,No
8463,No,No
8464,Yes,No
8465,No,No
8466,No,No
8467,No,No
8468,No,No
8469,No,No
8470,Yes,No
8471,Yes,Yes
8472,No,No
8473,No,No
8474,No,No
8475,No,No
8476,Yes,No
8477,Yes,No
8478,Yes,Yes
8479,No,No
8480,Yes,Yes
8481,Yes,No
8482,No,Yes
8483,Yes,Yes
8484,No,No
8485,No,No
8486,No,No
8487,No,No
8488,No,Yes
8489,No,No
8490,No,No
8491,No,No
8492,No,No
8493,Yes,Yes
8494,No,No
8495,No,No
8496,No,No
8497,No,No
8498,No,No
8499,No,No
8500,No,No
8501,No,Yes
8502,No,No
8503,No,No
8504,No,No
8505,No,No
8506,No,No
8507,No,No
8508,No,No
8509,Yes,Yes
8510,No,No
8511,No,No
8512,Yes,No
8513,No,No
8514,No,No
8515,Yes,No
8516,Yes,No
8517,No,No
8518,No,No
8519,Yes,No
8520,No,No
8521,No,No
8522,No,No
8523,Yes,No
8524,No,No
8525,No,Yes
8526,No,No
8527,No,Yes
8528,No,No
8529,Yes,Yes
8530,Yes,Yes
8531,No,No
8532,No,No
8533,No,No
8534,No,No
8535,Yes,Yes
8536,Yes,No
8537,Yes,Yes
8538,No,No
8539,Yes,No
8540,No,No
8541,No,No
8542,Yes,Yes
8543,No,No
8544,No,No
8545,No,No
8546,No,No
8547,No,No
8548,No,No
8549,Yes,Yes
8550,Yes,No
8551,No,No
8552,No,No
8553,No,No
8554,No,No
8555,No,Yes
8556,No,No
8557,No,No
8558,No,No
8559,No,No
8560,Yes,No
8561,No,No
8562,No,No
8563,No,No
8564,Yes,Yes
8565,No,No
8566,No,No
8567,No,No
8568,No,No
8569,No,No
8570,No,No
8571,No,No
8572,Yes,No
8573,No,No
8574,Yes,Yes
8575,No,No
8576,No,No
8577,No,No
8578,No,No
8579,Yes,No
8580,No,No
8581,No,No
8582,No,No
8583,No,No
8584,Yes,Yes
8585,No,No
8586,Yes,Yes
8587,No,No
8588,No,No
8589,Yes,Yes
8590,No,No
8591,No,No
8592,No,No
8593,Yes,Yes
8594,No,No
8595,Yes,Yes
8596,No,No
8597,No,No
8598,No,No
8599,No,No
8600,Yes,Yes
8601,No,No
8602,No,No
8603,No,No
8604,No,No
8605,No,No
8606,Yes,Yes
8607,No,No
8608,Yes,No
8609,Yes,No
8610,No,Yes
8611,No,No
8612,No,No
8613,No,No
8614,No,No
8615,No,No
8616,Yes,Yes
8617,No,Yes
8618,No,No
8619,No,No
8620,Yes,No
8621,No,No
8622,No,No
8623,Yes,Yes
8624,No,No
8625,No,No
8626,No,No
8627,No,No
8628,No,No
8629,No,Yes
8630,No,No
8631,No,No
8632,No,No
8633,No,No
8634,No,No
8635,No,Yes
8636,Yes,No
8637,Yes,Yes
8638,No,No
8639,Yes,Yes
8640,No,No
8641,No,No
8642,No,No
8643,No,No
8644,No,No
8645,No,No
8646,Yes,Yes
8647,No,No
8648,No,No
8649,Yes,Yes
8650,No,No
8651,No,No
8652,Yes,Yes
8653,No,No
8654,No,No
8655,No,No
8656,Yes,No
8657,Yes,Yes
8658,Yes,No
8659,No,No
8660,No,No
8661,No,No
8662,No,No
8663,Yes,Yes
8664,Yes,No
8665,No,No
8666,Yes,Yes
8667,No,No
8668,No,No
8669,No,No
8670,No,No
8671,No,No
8672,No,No
8673,No,No
8674,Yes,No
8675,No,Yes
8676,No,No
8677,Yes,Yes
8678,No,Yes
8679,No,No
8680,No,No
8681,No,No
8682,No,No
8683,No,No
8684,No,No
8685,Yes,Yes
8686,Yes,No
8687,No,No
8688,Yes,Yes
8689,No,No
8690,No,No
8691,No,No
8692,No,No
8693,No,No
8694,Yes,Yes
8695,No,No
8696,No,No
8697,No,No
8698,Yes,No
8699,No,No
8700,No,No
8701,No,No
8702,No,No
8703,No,No
8704,No,No
8705,No,No
8706,No,No
8707,No,No
8708,No,No
8709,No,No
8710,Yes,Yes
8711,No,No
8712,No,No
8713,No,No
8714,No,No
8715,No,No
8716,No,No
8717,No,No
8718,No,No
8719,No,No
8720,No,No
8721,Yes,Yes
8722,No,No
8723,Yes,No
8724,No,No
8725,Yes,Yes
8726,Yes,Yes
8727,No,No
8728,No,No
8729,Yes,Yes
8730,No,No
8731,Yes,No
8732,Yes,No
8733,Yes,Yes
8734,No,No
8735,No,No
8736,No,No
8737,Yes,Yes
8738,Yes,No
8739,No,No
8740,No,No
8741,No,No
8742,No,No
8743,No,No
8744,Yes,No
8745,No,No
8746,No,No
8747,No,No
8748,Yes,No
8749,No,No
8750,No,No
8751,No,No
8752,No,No
8753,No,No
8754,No,No
8755,No,No
8756,No,No
8757,No,No
8758,No,No
8759,No,No
8760,No,No
8761,No,No
8762,No,No
8763,No,No
8764,No,No
8765,No,No
8766,No,No
8767,No,No
8768,No,No
8769,No,No
8770,No,No
8771,No,No
8772,No,No
8773,Yes,Yes
8774,No,No
8775,No,No
8776,No,No
8777,No,No
8778,No,No
8779,No,No
8780,No,No
8781,No,No
8782,Yes,No
8783,No,No
8784,No,No
8785,Yes,Yes
8786,No,No
8787,No,No
8788,No,No
8789,Yes,No
8790,No,No
8791,No,No
8792,No,No
8793,No,No
8794,No,No
8795,No,No
8796,Yes,Yes
8797,No,No
8798,No,No
8799,Yes,Yes
8800,No,No
8801,No,No
8802,No,No
8803,No,No
8804,No,No
8805,No,No
8806,No,No
8807,No,No
8808,No,No
8809,Yes,Yes
8810,No,No
8811,Yes,Yes
8812,No,No
8813,No,No
8814,Yes,No
8815,Yes,Yes
8816,No,No
8817,No,No
8818,No,No
8819,No,No
8820,No,No
8821,Yes,No
8822,Yes,No
8823,No,No
8824,No,No
8825,No,Yes
8826,Yes,Yes
8827,No,No
8828,No,No
8829,No,No
8830,No,No
8831,No,No
8832,Yes,Yes
8833,Yes,Yes
8834,No,No
8835,No,No
8836,No,No
8837,No,No
8838,No,No
8839,Yes,No
8840,Yes,Yes
8841,No,No
8842,No,No
8843,No,No
8844,No,No
8845,No,No
8846,No,No
8847,No,No
8848,No,No
8849,No,No
8850,No,No
8851,Yes,No
8852,Yes,No
8853,No,No
8854,No,No
8855,No,No
8856,Yes,Yes
8857,Yes,No
8858,No,No
8859,No,No
8860,No,No
8861,Yes,No
8862,No,Yes
8863,Yes,Yes
8864,No,No
8865,No,No
8866,No,No
8867,Yes,No
8868,Yes,Yes
8869,No,No
8870,No,No
8871,No,Yes
8872,No,No
8873,No,No
8874,No,No
8875,No,No
8876,No,No
8877,No,No
8878,No,No
8879,No,No
8880,No,No
8881,No,No
8882,No,No
8883,No,No
8884,No,No
8885,No,No
8886,No,No
8887,Yes,No
8888,No,No
8889,No,No
8890,No,No
8891,Yes,Yes
8892,No,No
8893,No,No
8894,Yes,Yes
8895,No,No
8896,Yes,No
8897,No,No
8898,No,No
8899,No,No
8900,No,No
8901,Yes,No
8902,No,No
8903,No,No
8904,No,No
8905,No,No
8906,No,No
8907,No,No
8908,No,No
8909,No,No
8910,No,No
8911,No,No
8912,No,No
8913,No,No
8914,Yes,No
8915,No,No
8916,No,Yes
8917,No,No
8918,No,No
8919,No,Yes
8920,No,No
8921,No,No
8922,No,No
8923,No,No
8924,Yes,No
8925,No,No
8926,Yes,No
8927,No,No
8928,No,No
8929,No,No
8930,No,No
8931,Yes,Yes
8932,Yes,Yes
8933,No,No
8934,No,No
8935,No,No
8936,No,No
8937,Yes,No
8938,No,No
8939,No,No
8940,No,No
8941,Yes,No
8942,No,No
8943,No,No
8944,No,No
8945,No,No
8946,Yes,No
8947,Yes,No
8948,No,Yes
8949,No,No
8950,No,No
8951,No,No
8952,Yes,No
8953,No,No
8954,Yes,Yes
8955,No,No
8956,Yes,No
8957,No,No
8958,No,No
8959,No,No
8960,No,No
8961,No,No
8962,No,No
8963,Yes,No
8964,No,Yes
8965,No,No
8966,Yes,Yes
8967,No,Yes
8968,No,No
8969,No,No
8970,Yes,No
8971,No,No
8972,No,No
8973,No,No
8974,Yes,No
8975,No,No
8976,No,No
8977,No,No
8978,No,No
8979,No,No
8980,No,No
8981,No,No
8982,Yes,No
8983,No,No
8984,No,No
8985,No,No
8986,No,No
8987,No,No
8988,No,No
8989,No,No
8990,No,No
8991,No,No
8992,Yes,No
8993,Yes,No
8994,No,Yes
8995,No,Yes
8996,No,No
8997,No,Yes
8998,Yes,Yes
8999,Yes,No
9000,No,No
9001,No,No
9002,No,No
9003,Yes,No
9004,No,No
9005,No,No
9006,No,No
9007,Yes,Yes
9008,No,No
9009,No,No
9010,Yes,No
9011,No,No
9012,No,No
9013,No,No
9014,No,No
9015,Yes,Yes
9016,Yes,Yes
9017,No,No
9018,No,No
9019,No,No
9020,No,No
9021,Yes,No
9022,No,No
9023,No,No
9024,No,No
9025,No,No
9026,No,No
9027,No,No
9028,No,No
9029,No,No
9030,No,No
9031,No,No
9032,No,Yes
9033,No,No
9034,No,No
9035,No,No
9036,Yes,Yes
9037,No,No
9038,No,No
9039,Yes,No
9040,No,No
9041,Yes,Yes
9042,No,No
9043,No,No
9044,No,No
9045,No,No
9046,No,No
9047,No,No
9048,No,No
9049,No,No
9050,No,No
9051,No,No
9052,No,No
9053,Yes,No
9054,No,No
9055,No,No
9056,Yes,No
9057,No,No
9058,Yes,No
9059,No,No
9060,No,No
9061,Yes,No
9062,No,Yes
9063,No,No
9064,No,No
9065,Yes,No
9066,No,No
9067,No,No
9068,No,No
9069,No,No
9070,Yes,Yes
9071,Yes,No
9072,No,No
9073,No,No
9074,Yes,Yes
9075,No,No
9076,No,No
9077,No,No
9078,No,No
9079,No,No
9080,No,No
9081,Yes,No
